time symbol vwap
0:00:00 AAPL 167.28
0:00:00 ABLX 54.29
0:00:00 ATVI 71.45
0:00:00 BABA 201.54
0:00:00 BLK 579.42
0:00:00 BRK.B 215.79
0:00:00 CAT 163.58
0:00:00 DGAZ 17.91
0:00:00 DIS 110.99
0:00:00 FB 185.29
0:00:00 FSLR 69.25
0:00:00 GDX 23.78
0:00:00 GE 16.25
0:00:00 GILD 89.04
0:00:00 GOOG 1172.36
0:00:00 INTC 49.9
0:00:00 JD 49.6
0:00:00 JNUG 16.96
0:00:00 MCD 178.92
0:00:00 MSFT 93.19
0:00:00 MU 42.66
0:00:00 NFLX 283.58
0:00:00 NOC 334.34
0:00:00 NUGT 32.9
0:00:00 NVDA 244.41
0:00:00 PSQ 32.86
0:00:00 SLV 16.27
0:00:00 SOGO 11.37
0:00:00 SVXY 116.87
0:00:00 TQQQ 176.81
0:00:00 TVIX 6.44
0:00:00 UGAZ 99.25
0:00:00 UVXY 11.81
0:00:00 VXX 30.26
0:00:00 WYNN 163.82
0:00:00 XIV 126.69
0:00:00 XLV 90.37
0:00:00 XNET 15.1
