time symbol vwap
13:00:00 AABA 78.53
13:00:00 AAPL 167.26
13:00:00 ALGN 259.85
13:00:00 AMD 12.79
13:00:00 AMZN 1436.97
13:00:00 BABA 200.02
13:00:00 BIDU 244.51
13:00:00 BLCM 5.09
13:00:00 BRK.B 214.64
13:00:00 CAT 164.14
13:00:00 CBG 45.41
13:00:00 CNC 110.88
13:00:00 EA 126.55
13:00:00 EEM 50.5
13:00:00 FB 187.37
13:00:00 FRTA 8.5
13:00:00 FSLR 66.68
13:00:00 GOOGL 1177.41
13:00:00 HAL 53.91
13:00:00 IMMR 11.55
13:00:00 JNPR 25.72
13:00:00 JPM 115.01
13:00:00 KONE 6.57
13:00:00 LMFA 1.91
13:00:00 NFLX 278.6
13:00:00 NUE 67.44
13:00:00 NVDA 242.82
13:00:00 NVLN 5.34
13:00:00 PCLN 1922.02
13:00:00 SFLY 62.5
13:00:00 SMCI 21.05
13:00:00 SPY 281.77
13:00:00 SVXY 114.84
13:00:00 TQQQ 175.37
13:00:00 TRV 147.55
13:00:00 TSLA 345.36
13:00:00 UCTT 21.81
13:00:00 UGAZ 98.59
13:00:00 USCR 84.0
13:00:00 UVXY 12.26
13:00:00 VICL 1.53
13:00:00 VLY 12.7
13:00:00 VXX 30.89
13:00:00 WYNN 172.19
13:00:00 XIV 124.64
13:00:00 XLNX 72.18
13:00:00 ZVZZT 10.02
