time symbol vwap
1:00:00 AAPL 166.25
1:00:00 AMZN 1411.88
1:00:00 BABA 201.36
1:00:00 BAC 32.13
1:00:00 BSX 28.86
1:00:00 CALD 36.08
1:00:00 CGNX 64.73
1:00:00 CVX 126.87
1:00:00 DGAZ 18.13
1:00:00 DIS 112.23
1:00:00 DPS 116.9
1:00:00 DUST 21.46
1:00:00 EEM 51.03
1:00:00 ESLT 149.51
1:00:00 FB 184.76
1:00:00 FSLR 69.25
1:00:00 GLD 127.64
1:00:00 GRFS 24.85
1:00:00 HON 159.93
1:00:00 IMMR 9.93
1:00:00 JD 49.57
1:00:00 JNJ 142.7
1:00:00 JNUG 16.74
1:00:00 MCD 177.7
1:00:00 MET 49.94
1:00:00 MSFT 93.32
1:00:00 MU 42.55
1:00:00 MXIM 59.29
1:00:00 MYSZ 2.53
1:00:00 NFLX 283.08
1:00:00 NVDA 244.22
1:00:00 PYPL 84.0
1:00:00 RIO 56.78
1:00:00 SODA 77.96
1:00:00 SOGO 11.34
1:00:00 SPY 283.51
1:00:00 SVXY 116.85
1:00:00 TMO 220.0
1:00:00 TQQQ 176.96
1:00:00 TSLA 345.98
1:00:00 TVIX 6.49
1:00:00 TWTR 25.29
1:00:00 UAL 66.73
1:00:00 UCO 27.45
1:00:00 UGAZ 100.29
1:00:00 USLV 11.95
1:00:00 UVXY 11.89
1:00:00 V 124.71
1:00:00 VSTM 4.01
1:00:00 WYNN 161.64
1:00:00 X 40.41
1:00:00 XEL 45.14
1:00:00 XIV 126.51
1:00:00 ZVZZT 10.0
