time symbol vwap
7:00:00 A 73.22
7:00:00 AA 53.2
7:00:00 AABA 78.41
7:00:00 AAL 52.7
7:00:00 AAN 41.83
7:00:00 AAOI 33.0
7:00:00 AAON 36.0
7:00:00 AAP 118.37
7:00:00 AAPL 166.11
7:00:00 AAT 34.88
7:00:00 AAU 0.88
7:00:00 AAV 3.32
7:00:00 AAWW 57.44
7:00:00 AAXJ 81.12
7:00:00 AAXN 27.3
7:00:00 ABAX 74.87
7:00:00 ABB 27.96
7:00:00 ABBV 117.29
7:00:00 ABC 103.24
7:00:00 ABCB 54.98
7:00:00 ABCD 7.1
7:00:00 ABEO 15.62
7:00:00 ABEV 6.86
7:00:00 ABG 74.2
7:00:00 ABLX 53.97
7:00:00 ABM 38.3
7:00:00 ABMD 234.9
7:00:00 ABR-A 25.36
7:00:00 ABT 62.61
7:00:00 ABTX 40.68
7:00:00 ABUS 5.26
7:00:00 ABX 14.26
7:00:00 AC 35.31
7:00:00 ACAD 30.97
7:00:00 ACBI 17.45
7:00:00 ACC 38.36
7:00:00 ACCO 11.99
7:00:00 ACER 19.25
7:00:00 ACET 11.49
7:00:00 ACGL 90.95
7:00:00 ACGLO 24.36
7:00:00 ACGLP 23.22
7:00:00 ACH 17.53
7:00:00 ACHC 34.42
7:00:00 ACHN 2.77
7:00:00 ACIA 35.33
7:00:00 ACIU 13.6
7:00:00 ACIW 23.06
7:00:00 ACLS 26.5
7:00:00 ACM 39.15
7:00:00 ACMR 5.33
7:00:00 ACN 160.29
7:00:00 ACOR 26.52
7:00:00 ACRS 22.62
7:00:00 ACST 1.17
7:00:00 ACTA 15.58
7:00:00 ACTG 3.86
7:00:00 ACU 23.9
7:00:00 ACWI 76.17
7:00:00 ACWV 86.92
7:00:00 ACWX 52.7
7:00:00 ACXM 27.44
7:00:00 ADAP 9.0
7:00:00 ADBE 196.59
7:00:00 ADC 47.8
7:00:00 ADES 8.16
7:00:00 ADI 91.86
7:00:00 ADM 42.68
7:00:00 ADMA 3.88
7:00:00 ADMP 3.66
7:00:00 ADMS 39.73
7:00:00 ADNT 64.89
7:00:00 ADP 120.53
7:00:00 ADRD 24.77
7:00:00 ADRE 47.48
7:00:00 ADRO 6.74
7:00:00 ADS 256.38
7:00:00 ADSK 115.07
7:00:00 ADSW 24.25
7:00:00 ADT 12.2
7:00:00 ADTN 16.14
7:00:00 ADVM 7.84
7:00:00 ADXS 3.01
7:00:00 AEB 24.1
7:00:00 AEE 56.06
7:00:00 AEG 6.88
7:00:00 AEGN 25.25
7:00:00 AEH 25.59
7:00:00 AEHR 2.64
7:00:00 AEIS 73.43
7:00:00 AEL 34.35
7:00:00 AEM 47.2
7:00:00 AEMD 1.64
7:00:00 AEO 18.28
7:00:00 AEP 68.52
7:00:00 AER 54.35
7:00:00 AERI 56.84
7:00:00 AES 11.67
7:00:00 AET 188.82
7:00:00 AEZS 2.25
7:00:00 AFAM 58.65
7:00:00 AFG 113.29
7:00:00 AFH 20.0
7:00:00 AFI 15.75
7:00:00 AFL 88.68
7:00:00 AFMD 1.33
7:00:00 AFSI 12.96
7:00:00 AG 6.19
7:00:00 AGC 6.08
7:00:00 AGCO 72.28
7:00:00 AGEN 3.65
7:00:00 AGFS 7.57
7:00:00 AGFSW 0.46
7:00:00 AGG 108.05
7:00:00 AGI 6.0
7:00:00 AGII 61.87
7:00:00 AGIO 81.1
7:00:00 AGLE 6.76
7:00:00 AGM 81.01
7:00:00 AGN 184.94
7:00:00 AGNC 19.04
7:00:00 AGNCB 25.72
7:00:00 AGNCN 25.21
7:00:00 AGO 35.67
7:00:00 AGR 48.15
7:00:00 AGRX 3.32
7:00:00 AGS 18.99
7:00:00 AGTC 5.0
7:00:00 AGYS 12.08
7:00:00 AHGP 28.89
7:00:00 AHH 14.32
7:00:00 AHL 37.96
7:00:00 AHP 9.25
7:00:00 AHT 6.46
7:00:00 AI 10.82
7:00:00 AIA 70.85
7:00:00 AIG 63.29
7:00:00 AIMC 52.66
7:00:00 AIMT 36.01
7:00:00 AIN 63.1
7:00:00 AINC 89.0
7:00:00 AINV 5.71
7:00:00 AIR 40.03
7:00:00 AIRG 10.23
7:00:00 AIT 74.25
7:00:00 AIV 41.25
7:00:00 AIZ 92.91
7:00:00 AJG 69.73
7:00:00 AJRD 27.21
7:00:00 AKAM 66.77
7:00:00 AKAO 12.6
7:00:00 AKBA 15.31
7:00:00 AKCA 23.31
7:00:00 AKER 0.25
7:00:00 AKO.B 29.01
7:00:00 AKR 24.47
7:00:00 AKRX 32.3
7:00:00 AKS 5.63
7:00:00 AKTS 5.78
7:00:00 AKTX 3.1
7:00:00 AL 48.75
7:00:00 ALB 111.85
7:00:00 ALBO 37.76
7:00:00 ALDR 14.39
7:00:00 ALDX 7.62
7:00:00 ALE 71.85
7:00:00 ALEX 27.04
7:00:00 ALG 116.76
7:00:00 ALGN 266.46
7:00:00 ALGT 158.9
7:00:00 ALIM 1.18
7:00:00 ALJJ 3.27
7:00:00 ALK 64.24
7:00:00 ALKS 58.46
7:00:00 ALL 98.81
7:00:00 ALLE 86.07
7:00:00 ALLT 4.96
7:00:00 ALLY 30.48
7:00:00 ALLY-A 25.96
7:00:00 ALN 0.24
7:00:00 ALNY 132.07
7:00:00 ALOG 84.1
7:00:00 ALQA 2.1
7:00:00 ALRM 37.77
7:00:00 ALRN 9.39
7:00:00 ALT 1.88
7:00:00 ALTR 25.71
7:00:00 ALV 148.33
7:00:00 ALX 361.83
7:00:00 ALXN 123.4
7:00:00 AM 31.09
7:00:00 AMAG 14.48
7:00:00 AMAT 53.44
7:00:00 AMBA 50.52
7:00:00 AMBC 16.27
7:00:00 AMC 12.59
7:00:00 AMCN 1.22
7:00:00 AMCX 53.4
7:00:00 AMD 12.94
7:00:00 AME 76.81
7:00:00 AMED 54.33
7:00:00 AMEH 18.85
7:00:00 AMG 205.28
7:00:00 AMGN 191.03
7:00:00 AMH 20.12
7:00:00 AMJ 29.44
7:00:00 AMKR 10.18
7:00:00 AMLP 11.52
7:00:00 AMMA 0.84
7:00:00 AMN 53.65
7:00:00 AMNB 37.9
7:00:00 AMP 172.65
7:00:00 AMPE 2.88
7:00:00 AMPH 19.03
7:00:00 AMRN 3.82
7:00:00 AMRS 5.11
7:00:00 AMSC 5.08
7:00:00 AMSWA 12.72
7:00:00 AMT 144.79
7:00:00 AMTD 55.61
7:00:00 AMWD 135.01
7:00:00 AMX 18.54
7:00:00 AMZA 8.62
7:00:00 AMZN 1427.23
7:00:00 AN 60.6
7:00:00 ANAB 108.14
7:00:00 ANCX 28.88
7:00:00 ANDE 34.4
7:00:00 ANDV 108.85
7:00:00 ANDX 51.98
7:00:00 ANET 275.25
7:00:00 ANF 21.23
7:00:00 ANGI 13.5
7:00:00 ANGL 30.15
7:00:00 ANGO 17.07
7:00:00 ANH 4.97
7:00:00 ANIK 68.15
7:00:00 ANIP 68.07
7:00:00 ANSS 161.25
7:00:00 ANTH 1.73
7:00:00 ANTM 241.74
7:00:00 AOBC 12.0
7:00:00 AOD 9.91
7:00:00 AON 141.24
7:00:00 AOS 66.48
7:00:00 AOSL 16.88
7:00:00 AP 13.9
7:00:00 APA 44.58
7:00:00 APAM 39.97
7:00:00 APC 59.81
7:00:00 APD 166.63
7:00:00 APDN 1.51
7:00:00 APF 19.44
7:00:00 APH 92.71
7:00:00 APHB 1.22
7:00:00 APLE 19.51
7:00:00 APLP 13.66
7:00:00 APLS 16.65
7:00:00 APO 35.5
7:00:00 APOG 46.0
7:00:00 APOP 8.44
7:00:00 APPF 43.08
7:00:00 APPN 30.36
7:00:00 APPS 2.07
7:00:00 APRI 2.47
7:00:00 APRN 3.05
7:00:00 APTI 25.7
7:00:00 APTS 16.64
7:00:00 APTV 94.47
7:00:00 APU 47.24
7:00:00 APVO 3.42
7:00:00 AQ 13.03
7:00:00 AQB 2.78
7:00:00 AQUA 23.45
7:00:00 AQXP 13.04
7:00:00 AR 19.33
7:00:00 ARAY 5.56
7:00:00 ARC 2.46
7:00:00 ARCB 36.14
7:00:00 ARCC 16.03
7:00:00 ARCH 91.57
7:00:00 ARCI 1.01
7:00:00 ARCT 8.54
7:00:00 ARD 20.0
7:00:00 ARDM 1.51
7:00:00 ARDX 7.65
7:00:00 ARE 124.98
7:00:00 AREX 3.27
7:00:00 ARGS 2.43
7:00:00 ARGT 37.51
7:00:00 ARGX 79.29
7:00:00 ARI 18.36
7:00:00 ARII 39.32
7:00:00 ARLP 20.54
7:00:00 ARMK 45.41
7:00:00 ARMO 29.99
7:00:00 ARNA 37.08
7:00:00 ARNC 29.85
7:00:00 AROC 9.65
7:00:00 ARQL 1.73
7:00:00 ARR 23.82
7:00:00 ARRS 25.18
7:00:00 ARRY 14.29
7:00:00 ARTNA 37.42
7:00:00 ARW 82.1
7:00:00 ARWR 6.05
7:00:00 ASB 25.15
7:00:00 ASCMA 9.97
7:00:00 ASGN 68.94
7:00:00 ASH 74.62
7:00:00 ASHR 33.59
7:00:00 ASIX 40.21
7:00:00 ASMB 49.05
7:00:00 ASML 201.76
7:00:00 ASNA 2.16
7:00:00 ASND 52.76
7:00:00 ASNS 13.31
7:00:00 ASPS 30.49
7:00:00 ASR 194.3
7:00:00 ASRV 4.2
7:00:00 AST 2.17
7:00:00 ASTC 3.31
7:00:00 ASTE 62.89
7:00:00 ASUR 15.0
7:00:00 ASV 8.39
7:00:00 AT 2.15
7:00:00 ATEN 7.04
7:00:00 ATH 50.65
7:00:00 ATHM 81.91
7:00:00 ATHN 129.66
7:00:00 ATHX 1.82
7:00:00 ATI 27.92
7:00:00 ATKR 23.82
7:00:00 ATNI 58.85
7:00:00 ATNX 14.96
7:00:00 ATO 82.75
7:00:00 ATOM 4.38
7:00:00 ATOS 0.5
7:00:00 ATR 87.46
7:00:00 ATRA 39.31
