time symbol vwap
8:00:00 A 73.35
8:00:00 AA 53.26
8:00:00 AABA 78.29
8:00:00 AAL 52.68
8:00:00 AAN 41.99
8:00:00 AAOI 32.99
8:00:00 AAP 117.84
8:00:00 AAPL 165.61
8:00:00 AAT 34.86
8:00:00 AAWW 57.03
8:00:00 AAXJ 81.19
8:00:00 AAXN 27.31
8:00:00 ABAX 74.18
8:00:00 ABB 27.92
8:00:00 ABBV 116.65
8:00:00 ABC 103.18
8:00:00 ABCB 54.75
8:00:00 ABCD 7.1
8:00:00 ABDC 8.0
8:00:00 ABEO 15.48
8:00:00 ABEV 6.84
8:00:00 ABG 74.09
8:00:00 ABLX 53.99
8:00:00 ABM 38.37
8:00:00 ABMD 234.65
8:00:00 ABR 8.26
8:00:00 ABR-A 25.35
8:00:00 ABT 62.48
8:00:00 ABTX 40.73
8:00:00 ABUS 5.23
8:00:00 ABX 14.22
8:00:00 AC 34.78
8:00:00 ACAD 30.79
8:00:00 ACBI 17.48
8:00:00 ACC 38.33
8:00:00 ACCO 12.02
8:00:00 ACET 11.49
8:00:00 ACGL 91.47
8:00:00 ACGLO 24.33
8:00:00 ACGLP 23.15
8:00:00 ACH 17.48
8:00:00 ACHC 34.34
8:00:00 ACHN 2.74
8:00:00 ACIA 35.3
8:00:00 ACIU 13.28
8:00:00 ACIW 22.99
8:00:00 ACLS 26.6
8:00:00 ACM 39.21
8:00:00 ACMR 5.32
8:00:00 ACN 160.39
8:00:00 ACOR 26.55
8:00:00 ACP 14.39
8:00:00 ACRE 12.79
8:00:00 ACRS 22.59
8:00:00 ACST 1.15
8:00:00 ACTA 15.55
8:00:00 ACU 24.0
8:00:00 ACV 22.23
8:00:00 ACWI 76.08
8:00:00 ACWV 86.97
8:00:00 ACWX 52.62
8:00:00 ACXM 27.47
8:00:00 ADAP 8.99
8:00:00 ADBE 196.89
8:00:00 ADC 47.8
8:00:00 ADES 8.16
8:00:00 ADI 91.91
8:00:00 ADM 42.72
8:00:00 ADMP 3.68
8:00:00 ADMS 39.51
8:00:00 ADNT 65.66
8:00:00 ADOM 1.65
8:00:00 ADP 120.78
8:00:00 ADRE 47.47
8:00:00 ADRO 6.65
8:00:00 ADS 255.74
8:00:00 ADSK 114.95
8:00:00 ADSW 24.29
8:00:00 ADT 12.18
8:00:00 ADTN 16.1
8:00:00 ADUS 35.9
8:00:00 ADVM 7.98
8:00:00 ADXS 3.01
8:00:00 AE 45.55
8:00:00 AEE 56.08
8:00:00 AEG 6.88
8:00:00 AEGN 25.21
8:00:00 AEHR 2.6
8:00:00 AEIS 73.02
8:00:00 AEL 34.12
8:00:00 AEM 47.16
8:00:00 AEMD 1.59
8:00:00 AEO 18.24
8:00:00 AEP 68.6
8:00:00 AER 54.34
8:00:00 AERI 56.84
8:00:00 AES 11.68
8:00:00 AET 189.04
8:00:00 AEZS 2.25
8:00:00 AFAM 58.49
8:00:00 AFG 113.44
8:00:00 AFI 15.86
8:00:00 AFK 26.13
8:00:00 AFL 88.77
8:00:00 AFSI 12.95
8:00:00 AFSI-A 18.61
8:00:00 AG 6.06
8:00:00 AGCO 72.55
8:00:00 AGEN 3.63
8:00:00 AGFSW 0.49
8:00:00 AGG 107.99
8:00:00 AGI 5.96
8:00:00 AGIO 80.88
8:00:00 AGLE 6.75
8:00:00 AGM 80.89
8:00:00 AGN 184.34
8:00:00 AGN-A 660.29
8:00:00 AGNC 19.05
8:00:00 AGNCB 25.67
8:00:00 AGNCN 25.12
8:00:00 AGO 35.74
8:00:00 AGR 48.18
8:00:00 AGRO 9.82
8:00:00 AGRX 3.3
8:00:00 AGS 18.99
8:00:00 AGYS 12.14
8:00:00 AHGP 28.78
8:00:00 AHH 14.29
8:00:00 AHL 37.85
8:00:00 AHL-C 25.92
8:00:00 AHP 9.28
8:00:00 AHPAW 0.48
8:00:00 AHT 6.42
8:00:00 AI 10.76
8:00:00 AIA 70.81
8:00:00 AIEQ 27.49
8:00:00 AIG 63.31
8:00:00 AIG+ 21.37
8:00:00 AIMC 52.95
8:00:00 AIMT 35.8
8:00:00 AINV 5.72
8:00:00 AIR 39.97
8:00:00 AIRG 10.22
8:00:00 AIT 74.23
8:00:00 AIV 41.26
8:00:00 AIZ 92.72
8:00:00 AJG 69.7
8:00:00 AJRD 27.61
8:00:00 AJX 13.71
8:00:00 AKAM 66.58
8:00:00 AKAO 12.56
8:00:00 AKBA 15.19
8:00:00 AKCA 23.35
8:00:00 AKER 0.25
8:00:00 AKO.B 28.81
8:00:00 AKR 24.48
8:00:00 AKRX 32.3
8:00:00 AKS 5.48
8:00:00 AKTS 5.81
8:00:00 AKTX 2.98
8:00:00 AL 48.78
8:00:00 ALB 111.53
8:00:00 ALBO 36.86
8:00:00 ALDR 14.41
8:00:00 ALE 71.84
8:00:00 ALEX 26.94
8:00:00 ALGN 267.11
8:00:00 ALGT 157.75
8:00:00 ALJJ 3.27
8:00:00 ALK 64.09
8:00:00 ALKS 58.27
8:00:00 ALL 98.91
8:00:00 ALLE 86.01
8:00:00 ALLT 4.92
8:00:00 ALLY 31.04
8:00:00 ALLY-A 25.95
8:00:00 ALNA 8.98
8:00:00 ALNY 131.38
8:00:00 ALOG 83.75
8:00:00 ALRM 37.62
8:00:00 ALRN 9.35
8:00:00 ALSK 2.18
8:00:00 ALT 1.86
8:00:00 ALTR 25.65
8:00:00 ALV 149.47
8:00:00 ALX 361.05
8:00:00 ALXN 123.27
8:00:00 AM 31.01
8:00:00 AMAG 14.6
8:00:00 AMAT 53.38
8:00:00 AMBA 50.13
8:00:00 AMBC 16.29
8:00:00 AMC 12.55
8:00:00 AMCN 1.21
8:00:00 AMCX 52.76
8:00:00 AMD 12.84
8:00:00 AME 76.78
8:00:00 AMED 54.13
8:00:00 AMEH 19.77
8:00:00 AMG 205.9
8:00:00 AMGN 191.4
8:00:00 AMGP 21.19
8:00:00 AMH 20.1
8:00:00 AMJ 29.28
8:00:00 AMKR 10.11
8:00:00 AMLP 11.47
8:00:00 AMN 53.7
8:00:00 AMNB 37.84
8:00:00 AMOT 34.73
8:00:00 AMP 172.64
8:00:00 AMPE 2.91
8:00:00 AMPH 19.06
