time symbol vwap
23:00:00 AAPL 167.21
23:00:00 ABLX 53.8
23:00:00 AMD 13.16
23:00:00 ASML 203.86
23:00:00 BABA 201.49
23:00:00 BCS 11.44
23:00:00 DGAZ 17.69
23:00:00 DGLD 40.07
23:00:00 DUST 22.15
23:00:00 DWT 10.99
23:00:00 FB 185.13
23:00:00 FSLR 69.42
23:00:00 GE 16.14
23:00:00 GLD 127.22
23:00:00 GOOG 1172.74
23:00:00 IVV 285.8
23:00:00 JD 49.68
23:00:00 MSFT 93.02
23:00:00 MU 42.74
23:00:00 MXIM 60.48
23:00:00 NFLX 283.4
23:00:00 NVDA 244.35
23:00:00 PYPL 84.2
23:00:00 RIO 56.56
23:00:00 SBUX 57.61
23:00:00 SCO 20.99
23:00:00 SOGO 11.28
23:00:00 SQQQ 16.7
23:00:00 SVXY 116.83
23:00:00 TEVA 21.45
23:00:00 TNA 77.4
23:00:00 TRI 43.36
23:00:00 TSLA 346.0
23:00:00 TVIX 6.49
23:00:00 TWTR 25.12
23:00:00 UCO 27.26
23:00:00 UGAZ 102.98
23:00:00 UNG 27.17
23:00:00 UPRO 167.32
23:00:00 UVXY 11.89
23:00:00 VXX 30.35
23:00:00 XIV 126.09
